filename,movie_name,sentiment,key_themes,named_entities,emotional_tone,star_rating
284_2.txt,N/A,Negative,Cinematography;Acting;Plot,Julia Roberts (Actor); Catherine Zeta Jones (Actor); George Clooney (Actor); Brad Pitt (Actor),Frustration,N/A
286_1.txt,Ocean's Twelve,Negative,Plot;Acting,George Clooney (Actor); Brad Pitt (Actor); Julia Roberts (Actor); Andy Garcia (Actor); Bernie Mac (Actor); Catherine Zeta-Jones (Actor); Steven Soderbergh (Director); Warner Bros (Studio),Disappointment,1/10
28_3.txt,N/A,Negative,Acting;Plot;Soundtrack,Rita Hayworth (Actor); Gene Kelly (Actor); Phil Silvers (Actor); Eve Arden (Actor),Disappointment,1
299_1.txt,Hoods,Negative,Acting;Plot;N/A,Joe Mantegna (Actor); Kevin Pollack (Actor); Joe Pantoliano (Actor); Jennifer Tilly (Actor); Seymour Cassel (Actor); Mark Malone (Writer/Director); Arthur Penn (Director); Seville (Studio),Disappointment,N/A
300_1.txt,Dahmer,Negative,Acting;Plot;N/A,Carl Crew (Actor); N/A; N/A,Disappointment,1/10
301_4.txt,Dahmer - Monster: The Jeffrey Dahmer Story,Negative,Acting;Plot;N/A,N/A,Frustration,4/10
302_3.txt,The Secret Life: Jeffrey Dahmer,Negative,Acting;Plot;N/A,Carl Crew (Actor); N/A; N/A,Disappointment,N/A
303_2.txt,N/A,Neutral,Acting;Plot;Cinematography,N/A,Disappointment,N/A
305_2.txt,N/A,Negative,Plot;Acting,N/A,Disappointment,N/A
307_1.txt,N/A,Negative,Plot;Acting,N/A,Disappointment,N/A
318_3.txt,N/A,Neutral,Acting;Plot;Special Effects,Linnea Quigley (Actor),Nostalgia,3/10
321_1.txt,Please provide me with the IMDb movie review data you'd like me to analyze. I'm ready to extract the information you need in the correct CSV format.,N/A,N/A,N/A,N/A,N/A
323_2.txt,Jack-O,Negative,Plot;Acting;N/A,Linnea Quigley (Actor); John Carradine (Actor); Cameron Mitchell (Actor); Brinke Stevens (Actor); Retromedia (Studio),Frustration,N/A
325_1.txt,N/A,Negative,Acting;Plot,N/A,Frustration,1
338_1.txt,N/A,Negative,Cinematography;Acting;Plot,N/A,Frustration,N/A
33_3.txt,Jacqueline Hyde,Negative,Acting;Plot;N/A,Jacqueline Hyde (Actor);N/A;N/A,Disappointment,N/A
340_2.txt,N/A,Negative,Plot;Acting;Cinematography,N/A,Frustration,N/A
342_1.txt,N/A,Negative,Acting;Plot;Cinematography,N/A,Disappointment,N/A
344_4.txt,N/A,Negative,Plot;Special Effects,N/A,Disappointment,N/A
345_3.txt,N/A,Neutral,Cinematography;Acting;Plot,N/A,Disappointment,N/A
346_2.txt,N/A,Positive,Acting;Plot,N/A,Frustration,N/A
347_1.txt,Screamers,Negative,Plot,N/A,Frustration,N/A
34_1.txt,Jacqueline Hyde,Negative,Cinematography;Acting;Plot,"Gabriella Hall (Co-Producer); Robert Donovan (Actor); Malcolm Bennett (Actor); Blythe Metz (Actor); Rolfe Kanefsky (Writer, Co-Producer, Director)",Frustration,N/A
358_4.txt,Class Warfare,Negative,Acting;Plot,Lindsey McKeon (Actor); Robin Dunne (Actor); Wade Carpenter (Actor); Dave McGowan (Actor),Disappointment,4/10
359_4.txt,The Man with the Golden Arm,Negative,Plot;Acting;Soundtrack,Frank Sinatra (Actor); Eliot Elisofon (Director); 20th Century Fox (Studio),Frustration,N/A
362_2.txt,N/A,Negative,Plot;Acting,N/A,Disappointment,N/A
364_1.txt,N/A,Negative,Acting;Plot;Cinematography,C Thomas Howell (Actor); N/A (Director); N/A (Studio),Frustration,1/10
366_1.txt,N/A,Negative,Acting;Plot;Costumes,Roddy Piper (Actor); David Carradine (Actor); N/A,Frustration,N/A
36_3.txt,Black Voodoo,Negative,Plot;Acting;N/A,N/A,Disappointment,N/A
379_1.txt,Beastmaster 2: Through the Portal of Time,Negative,Plot;Acting,Marc Singer (Actor);  (Director); N/A,Disappointment,N/A
37_1.txt,Hospital Of Terror,Negative,Acting;Plot;Cinematography,N/A,Frustration,N/A
380_2.txt,Masters of the Universe,Negative,Acting;Plot;N/A,Robert Z'Dar (Actor); Marc Singer (Actor); N/A,Disappointment,N/A
384_4.txt,Cat in the Brain,Negative,Plot;Acting;Gore,Lucio Fulci (Director); David L. Thompson (Actor),Disappointment,N/A
387_1.txt,Closet Land,Negative,Acting;Plot,Alan Rickman (Actor); Jennifer Jason Leigh (Actor); Peter Greenaway (Director); Miramax Films (Studio),Frustration,N/A
399_1.txt,N/A,Negative,Plot;Acting,N/A,Frustration,N/A
410_2.txt,Angels and Demons,Negative,Acting;Plot;Cinematography,Tom Hanks (Actor); Ron Howard (Director); Columbia Pictures (Studio); Imagine Entertainment (Studio),Frustration,N/A
413_4.txt,Angels & Demons,Negative,Acting;Plot,Tom Hanks (Actor); Ewan McGregor (Actor); Ayelet Zurer (Actor); Camren Argenziano (Actor); Ron Howard (Director); Nikolaj Lie Kaas (Actor); Pierfrancesco Favino (Actor),Disappointment,4/10
415_1.txt,Angels & Demons,Negative,Plot;Acting;N/A,Ron Howard (Director); Tom Hanks (Actor); Ewan McGregor (Actor); Ayelet Zurer (Actor);  Columbia Pictures (Studio),Frustration,N/A
417_1.txt,Angels and Demons,Negative,Plot;Cinematography;Soundtrack,N/A,Frustration,N/A
428_3.txt,An American Werewolf in Paris,Negative,Cinematography;Acting;Plot,N/A,Disappointment,N/A
430_4.txt,An American Werewolf in London (1997),Negative,Plot;Acting;FX,David Naughton (Actor); John Landis (Director); Universal Pictures (Studio),Disappointment,N/A
431_2.txt,An American Werewolf in Paris,Negative,Plot;Acting;Cinematography,Thomas Everett Scott (Actor); Julie Delpy (Actor);  John Landis (Director); Universal Pictures (Studio),Disappointment,N/A
433_1.txt,N/A,Negative,Acting;Plot,Cory Feldman (Actor); Shades (Actor),Frustration,N/A
435_1.txt,American Werewolf in Paris,Negative,Acting;Plot;Special Effects,N/A,Disappointment,N/A
437_2.txt,AWiP,Negative,Acting;Plot;Special Effects,N/A,Frustration,N/A
449_3.txt,Larry King Live,Negative,N/A,Larry King (Actor); Bill Maher (Actor); Dr. Phil (Actor); Billy Graham (Actor); O.J. Simpson (Actor); Anna Nicole Smith (Actor); Paris Hilton (Actor); Britney Spears (Actor),Frustration,N/A
450_2.txt,Larry King Live,Negative,Acting;Plot,Larry King (Actor); CNN (Studio),Frustration,N/A
452_2.txt,Rose,Negative,Plot;Acting;Pacing,N/A,Frustration,N/A
452_2.txt,The End of the World,Negative,Plot;Pacing,N/A,Frustration,N/A
452_2.txt,The Unquiet Dead,Negative,Plot;Acting,N/A,Frustration,N/A
452_2.txt,Aliens of London/World War Three,Negative,Plot;Acting;Pacing,Penelope Wilton (Actor),Frustration,N/A
452_2.txt,Dalek,Negative,Plot;Acting;Pacing,N/A,Disappointment,N/A
452_2.txt,The Long Game,Negative,Plot;Pacing,N/A,Frustration,N/A
452_2.txt,Father's Day,Negative,Plot;Acting,N/A,Disappointment,N/A
452_2.txt,The Empty Child/The Doctor Dances,Neutral,Plot;Acting;Pacing,Florence Hoath (Actor),Frustration,N/A
452_2.txt,Boom Town,Negative,N/A,N/A,Disappointment,N/A
452_2.txt,Bad Wolf,Negative,Plot;Pacing,N/A,Disappointment,N/A
452_2.txt,The Parting of the Ways,Negative,Plot;Acting;Pacing,N/A,Disappointment,N/A
454_1.txt,The One,Negative,Plot;Acting;N/A,Andre Harrell (Music Expert); Kate Hudson (Music Expert); George Stroumboulopoulos (Host); Paula Abdul (Music Expert),Frustration,N/A
468_1.txt,Darwin,Negative,Plot;Acting;N/A,N/A,Frustration,N/A
470_4.txt,Creation,Negative,Plot;Acting;N/A,Paul Bettany (Actor); Jennifer Connelly (Actor); Jonathan Kent (Director),Frustration,N/A
472_4.txt,Man with the Screaming Brain,Negative,Plot;Acting;Direction,Bruce Campbell (Actor); Bruce Campbell (Director); Ted Raimi (Actor),Disappointment,N/A
473_1.txt,Bubba Ho-Tep,Negative,Plot;Acting;Cinematography,Bruce Campbell (Actor);Ted Raimi (Director);N/A,Frustration,N/A
474_4.txt,Running Time,Negative,Acting;Cinematography;Plot,Bruce Campbell (Actor); Ted Raimi (Actor); N/A,Disappointment,N/A
476_1.txt,The Man With The Screaming Brain,Negative,Acting;Plot,Bruce Campbell (Actor); Ted Raimi (Actor); Stacy Keach (Actor),Disappointment,3
488_4.txt,Del Lord's Last Stand,Negative,Plot;Acting,Del Lord (Director); Shemp Howard (Actor); Jules White (Director); Moe Howard (Actor); Larry Fine (Actor),Disappointment,N/A
489_1.txt,Drawn By Pain,Negative,Acting;Cinematography;Plot,Jesse (Director); N/A; N/A,Frustration,N/A
490_2.txt,N/A,Negative,Soundtrack;Acting,Bon Jovi;Mötley Crue,Disappointment,N/A
492_1.txt,N/A,Negative,Plot;Acting,N/A,Frustration,N/A
496_3.txt,9 Souls,Negative,Cinematography;Plot;Acting,N/A,Disappointment,N/A
49_4.txt,Frightmare,Negative,Plot;Acting;Cinematography,Jeffrey Combs (Actor); N/A (Director); N/A (Studio),Disappointment,N/A
508_4.txt,Heaven's Gate,Negative,Cinematography;Acting;Plot,Stephen Bach (Producer); Michael Cimino (Director); Clint Eastwood (Actor); Jeff Bridges (Actor); Kris Kristofferson (Actor); John Hurt (Actor); Asa Mercer (Author),Frustration,N/A
50_3.txt,N/A,Negative,Plot;Acting,N/A,Disappointment,N/A
511_3.txt,N/A,Negative,Plot;Acting;Cinematography,N/A,Frustration,N/A
513_1.txt,Night Hunter,Negative,Acting;Cinematography;Plot,Don Wilson (Actor); Melanie Smith (Actor); Roger Corman (Director),Disappointment,1
515_1.txt,N/A,Negative,Plot;Acting,N/A,Disappointment,N/A
51_4.txt,Frightmare,Negative,Acting;Plot;Cinematography,Jeffrey Combs (Actor); Nita Talbot (Actor); Ferdy Mayne (Actor); Christopher Lee (Actor); Porky (Actor),Disappointment,N/A
528_1.txt,N/A,Negative,Plot;Acting;Soundtrack,N/A,Frustration,N/A
52_4.txt,Conrad Radzoff,Negative,Plot;Acting;Soundtrack,Ferdy Mayne (Actor); Jeffrey Combs (Actor); Troma (Studio),Frustration,N/A
532_3.txt,The Time Machine (2002),Negative,Acting;Plot;N/A,Angelina Jolie (Actor); Jack Palance (Actor); Simon Wells (Director); DreamWorks SKG (Studio),Frustration,N/A
535_4.txt,Stranded at Third,Negative,Acting;Plot,Tom Selleck (Actor); N/A (Director); N/A (Studio),Disappointment,N/A
537_2.txt,N/A,Negative,Plot;Animation,N/A,Frustration,N/A
53_4.txt,Horror Star,Negative,Plot;Acting;Cinematography,Conrad Radzoff (Actor); Jeffrey Combs (Actor); Ferdy Mayne (Actor); Norman Thaddeus Vane (Director),Disappointment,N/A
54_3.txt,Frightmare,Neutral,Acting;Plot;Soundtrack,Ferdinand Mayne (Actor); Jeffrey Combs (Actor); Troma (Studio),Nostalgia,N/A
552_2.txt,The Karate Kid,Negative,Acting;Plot,Ralph Macchio (Actor),Frustration,N/A
554_4.txt,The Next Karate Kid,Negative,Plot,Ralph Macchio (Actor); Hilary Swank (Actor); Pat Morita (Actor); Robert Mark Kamen (Director); Columbia Pictures (Studio),Disappointment,N/A
556_1.txt,The Karate Kid (2010),Negative,Acting;Plot,Hillary Swank (Actor); Pat Morita (Actor),Frustration,N/A
557_4.txt,The Next Karate Kid,Neutral,Acting;Plot,Pat Morita (Actor),Disappointment,N/A
563_4.txt,The Eyes of Alexander,Negative,Plot;Acting;Cinematography,Olivia Hussey (Actor); N/A (Director); N/A (Studio),Disappointment,N/A
569_4.txt,N/A,Negative,Acting;Plot;Cinematography,Ellen DeGeneres (Actor); N/A,Disappointment,N/A
56_3.txt,When Bad Writing Happens To Good Actors,Negative,Acting;Plot,Andre Braugher (Actor); David Morse (Actor); N/A,Disappointment,N/A
570_1.txt,N/A,Negative,Plot;Acting,N/A,Frustration,N/A
572_3.txt,N/A,Negative,Acting;Plot,Blythe Danner (Actor); Susan Sarandon (Actor); Kate Capshaw (Actor),Frustration,N/A
574_4.txt,"Love Letter, The",Negative,Acting;Plot,Tom Selleck (Actor); Alice Drummond (Actor); N/A,Disappointment,N/A
576_4.txt,N/A,Negative,Plot;Acting;Pacing,N/A,Frustration,N/A
577_3.txt,N/A,Negative,Acting;Plot,Ellen Degeneres (Actor); Tom Selleck (Actor); Kate Capshaw (Actor); Everett (Actor),Disappointment,N/A
590_1.txt,2001: A Space Odyssey,Negative,Plot;Cinematography;Acting,Stanley Kubrick (Director); Keir Dullea (Actor); Gary Lockwood (Actor); Arthur C. Clarke (Writer); MGM (Studio),Frustration,N/A
592_3.txt,N/A,Neutral,Plot;Acting;Cinematography,N/A,Frustration,N/A
594_1.txt,N/A,Negative,Acting;Plot;Directing,N/A,Frustration,N/A
596_1.txt,Evil Behind You,Negative,Acting;Plot;N/A,N/A,Frustration,N/A
597_4.txt,N/A,Negative,Plot;Acting;Special Effects,N/A,Frustration,4 stars
609_1.txt,King of Queens,Negative,Plot;Acting,Kevin James (Actor); Leah Remini (Actor);  (Director),Frustration,N/A
610_1.txt,King of Queens,Negative,Acting;Plot,Kevin James (Actor); Leah Remini (Actor); Jerry Stiller (Actor),Frustration,N/A
612_3.txt,The Karen Carpenter Story,Negative,Plot;Acting;Soundtrack,Karen Carpenter (Actor); Tom Burris (Actor); Agnes (Actor); Olive Newton-John (Actor); Phil Ramone (Actor); Itchy (Actor),Disappointment,N/A
613_4.txt,The Karen Carpenter Story,Negative,Acting;Plot;Soundtrack,Cynthia Gibb (Actor); Agnes Carpenter (Actor); Richard Carpenter (Actor); Karen Carpenter (Actor),Disappointment,N/A
629_4.txt,L'Auberge Espagnol,Negative,Plot;Acting;N/A,Cédric Klapisch (Director);N/A;N/A,Disappointment,N/A
633_1.txt,N/A,Negative,Cinematography;Acting;Plot,N/A,Frustration,N/A
634_1.txt,N/A,Negative,Plot;Acting;Special Effects,Diamond Phillips (Actor),Frustration,N/A
636_1.txt,N/A,Negative,Acting;Plot;Cinematography,Lou Diamond Phillips (Actor),Disappointment,N/A
651_1.txt,N/A,Negative,Plot;Acting,N/A,Nostalgia,N/A
655_3.txt,Nurse Betty,Negative,Acting;Plot,Morgan Freeman (Actor); Chris Rock (Actor); Renee Zellweger (Actor); Greg Kinnear (Actor),Disappointment,3/10
656_4.txt,N/A,Negative,Acting;Plot,Morgan Freeman (Actor); Chris Rock (Actor); Renée Zellweger (Actor); Greg Kinnear (Actor);,Frustration,N/A
657_1.txt,N/A,Negative,Acting;Plot;Cinematography,N/A,Frustration,N/A
668_4.txt,See No Evil,Neutral,Acting;Plot,Kane (Actor); WWE Films (Studio); Gregory Dark (Director),Satisfaction,N/A
671_3.txt,The Egyptian,Negative,Acting;Plot,Mika Waltari (Author); Peter Ustinov (Actor); Marlon Brando (Actor),Frustration,N/A
673_2.txt,N/A,Negative,N/A,N/A,Frustration,N/A
674_3.txt,N/A,Negative,N/A,N/A,Frustration,N/A
676_1.txt,America's Next Top Model,Negative,N/A,Tyra Banks (Actor); Jay Manuel (Actor),Frustration,N/A
688_4.txt,The Caper of the Golden Bulls,Neutral,Plot;Acting,Edward G. Robinson (Actor); Robert Wagner (Actor); Raquel Welch (Actor); Vittorio De Sica (Actor); Lucio Fulci (Director); Victor Spinetti (Actor);,Nostalgia,N/A
689_3.txt,N/A,Negative,Acting;Plot;Cinematography,Humphrey Bogart (Actor); N/A (Director); N/A (Studio),Frustration,N/A
690_3.txt,King of the Underworld,Negative,Plot;Acting;N/A,Humphrey Bogart (Actor); Kay Francis (Actor); John Eldredge (Actor); James Stephenson (Actor); Leslie Howard (Actor); Jack Warner (Studio),Disappointment,N/A
693_4.txt,Wrestlemania 2,Negative,Acting;Plot,Hulk Hogan (Actor);Andre The Giant (Actor);Randy Savage (Actor);British Bulldogs (Actor);Dream Team (Actor);Mr. T (Actor);Roddy Piper (Actor);Lou Albano (Actor);Ozzy Osbourne (Actor);Johnny Valiant (Actor);Tito Santana (Actor);JYD (Actor);Terry Funk (Actor);Jimmy Hart (Actor);Corporal Kirchner (Actor);Nikolai Volkoff (Actor);Classy Freddie Blassie (Actor);Fabulous Moolah (Actor);Velvet Mcintyre (Actor);Paul Orndorff (Actor);Magnificent Muraco (Actor);Mr.Fuji (Actor);George 'The Animal' Steele (Actor);Jake 'The Snake' Roberts (Actor);George Wells (Actor);The Hati Kid (Actor);Joe Frazier (Actor);Lou Duva (Actor);Bob Orton (Actor);William Perry (Actor);Bret Hart (Actor);Hercules Hernandez (Actor);Adrian Adonis (Actor);Uncle Elmer (Actor);King Kong Bundy (Actor),Disappointment,4/10
694_4.txt,The Cell,Negative,Acting;Cinematography;Plot,Jennifer Lopez (Actor); Vincent D'Onofrio (Actor); Tarsem Singh (Director),Frustration,6/10
695_4.txt,N/A,Negative,Acting;Plot;Cinematography,N/A,Frustration,4/10
696_4.txt,The Silence of the Lambs,Negative,Plot,Anthony Hopkins (Actor); Jodie Foster (Actor); Jonathan Demme (Director); Orion Pictures (Studio),Frustration,N/A
69_4.txt,Witchery,Negative,Gore Effects;Soundtrack;Acting,Linda Blair (Actor); David Hasselhof (Actor); N/A,Nostalgia,N/A
709_4.txt,Atoll K,Negative,Plot;Acting;N/A,Stan Laurel (Actor); Oliver Hardy (Actor); N/A,Disappointment,N/A
712_3.txt,Black Jack,Negative,Acting;Plot;Cinematography,Orson Welles (Director); Agnes Moorehead (Actor); Joseph Cotten (Actor); Suzanne Cloutier (Actor); Dalio (Actor),Disappointment,N/A
713_1.txt,Fata Morgana,Negative,Cinematography,N/A,Disappointment,N/A
714_4.txt,Fata Morgana,Negative,Cinematography,Werner Herzog (Director); N/A; N/A,Frustration,N/A
716_2.txt,N/A,Negative,Acting;Plot,Diana Muldaur (Actor); Scott Baio (Actor),Disappointment,N/A
729_1.txt,Gilmore Girls,Negative,Acting;Plot,Lorelei Gilmore (Actor); Rory Gilmore (Actor); Lauren Graham (Actor); Alexis Bledel (Actor); N/A,Frustration,N/A
72_4.txt,Witchery,Neutral,Acting;Plot;Gore,David Hasselhoff (Actor); Linda Blair (Actor); Fabrizio Laurenti (Director); Joe D'Amato (Producer),Nostalgia,N/A
730_1.txt,N/A,Negative,Acting;Plot,N/A,Frustration,N/A
731_4.txt,F*ckland,Negative,Cinematography;Plot;Acting,N/A,Disappointment,N/A
732_3.txt,N/A,Negative,Plot;Acting,N/A,Frustration,N/A
734_1.txt,Northanger Abbey,Negative,Acting;Plot;N/A,N/A;N/A;BBC,Frustration,N/A
736_2.txt,Northanger Abbey,Negative,Acting;Plot;N/A,N/A;N/A;N/A,Frustration,N/A
737_1.txt,Northanger Abbey,Negative,Plot;Acting;Soundtrack,Jennifer Ehle (Actor); Douglas McGrath (Director); BBC Films (Studio),Frustration,N/A
748_1.txt,Northanger Abbey,Negative,Soundtrack;Acting;Plot,Peter Firth (Actor); Amanda Root (Actor); Ciaran Hinds (Actor),Disappointment,N/A
751_1.txt,N/A,Negative,Acting;Plot;Soundtrack,Robert Hardy (Actor); William Shatner (Actor),Disappointment,0/10
753_2.txt,Northanger Abbey,Negative,Plot;Acting;N/A,Jane Austen (Author); Henry Tilney (Character),Frustration,N/A
754_2.txt,Northanger Abbey,Negative,Plot;Acting;N/A,N/A,Frustration,N/A
755_1.txt,N/A,Negative,Acting;Plot,N/A,Disappointment,N/A
756_1.txt,N/A,Negative,Acting;Plot,Mario Van Peeples (Actor); Mario Van Peeples (Director); Spike Lee (Director),Frustration,N/A
769_3.txt,Dumb is Right,Negative,Plot;Acting,Tom (Character); Jerry (Character); Amos and Andy (Character); Stepin Fetchit (Character),Disappointment,N/A
76_4.txt,Blood Stalkers,Neutral,Plot;N/A;N/A,N/A,N/A,N/A
771_4.txt,N/A,Neutral,Plot;Acting,N/A,Frustration,N/A
772_1.txt,Sideshow,Negative,Acting;Plot;Cinematography,Abbot Graves (Actor); N/A (Director); N/A (Studio),Frustration,N/A
773_1.txt,N/A,Negative,Acting;Plot;Directing,Phil Fondacaro (Actor); Fred Olen Ray (Director); Charles Band (Director); Full Moon (Studio),Disappointment,N/A
774_4.txt,N/A,Negative,Acting;Plot,Jamie Martz (Actor),Disappointment,4
775_1.txt,N/A,Negative,Acting;Plot,Ed Wood (Director),Frustration,N/A
777_2.txt,Bruce Haack: The Inventor of Electronic Music,Negative,Cinematography;Soundtrack;Acting,Bruce Haack (Actor);N/A (Director);N/A (Studio),Disappointment,N/A
788_1.txt,N/A,Negative,Acting;Plot,Cameron Diaz (Actor); James Marsden (Actor),Frustration,N/A
